season,tm_team_name,asa_team_id,observed_at,value_snapshot_type,n_prior_fill,squad_value_eur,att_value_pct,def_value_pct,tilt,value_wtd_age,avg_age,dp_value_share,n_players,n_att,n_def,n_gk,league,canon_team_name,coverage_confidence
2024,Fleetwood Town,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,5450000.0,0.20642201834862386,0.3944954128440367,-0.18807339449541285,23.692660550458715,21.666666666666668,0.17889908256880735,43,12,13,4,GB4,Fleetwood Town,full
2024,Gillingham FC,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,4800000.0,0.3541666666666667,0.2604166666666667,0.09375,24.557291666666668,23.842105263157894,0.17708333333333334,39,14,9,4,GB4,Gillingham,full
2024,Grimsby Town,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,4275000.0,0.3216374269005848,0.3157894736842105,0.005847953216374269,24.023391812865498,23.129032258064516,0.19298245614035087,32,11,8,4,GB4,Grimsby Town,full
2024,Harrogate Town,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,3525000.0,0.24113475177304963,0.2978723404255319,-0.05673758865248227,25.18439716312057,24.35135135135135,0.2127659574468085,37,11,11,2,GB4,Harrogate Town,full
2024,Milton Keynes Dons,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,6900000.0,0.4528985507246377,0.2028985507246377,0.25,25.27536231884058,23.42,0.2028985507246377,51,18,15,6,GB4,Milton Keynes Dons,full
2024,Morecambe FC,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,3600000.0,0.25,0.4652777777777778,-0.2152777777777778,25.631944444444443,25.0,0.3055555555555556,34,10,10,4,GB4,,full
2024,Newport County,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,4300000.0,0.4069767441860465,0.3372093023255814,0.06976744186046513,23.912790697674417,22.692307692307693,0.19186046511627908,39,14,13,4,GB4,Newport County,full
2024,Notts County,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,6775000.0,0.3800738007380074,0.23985239852398524,0.14022140221402216,24.420664206642066,23.644444444444446,0.25830258302583026,46,14,13,5,GB4,Notts County,full
2024,Port Vale FC,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,6800000.0,0.35294117647058826,0.3161764705882353,0.03676470588235298,24.389705882352942,23.85,0.1948529411764706,41,12,12,4,GB4,,full
2024,Salford City,,2026-07-06T01:14:18.305327+00:00,current_scrape,1,5075000.0,0.35467980295566504,0.2019704433497537,0.15270935960591134,23.29064039408867,23.29268292682927,0.2019704433497537,42,13,9,3,GB4,Salford City,full
2024,Swindon Town,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,4350000.0,0.28160919540229884,0.3793103448275862,-0.09770114942528735,24.557471264367816,22.536585365853657,0.20689655172413793,43,11,16,5,GB4,Swindon Town,full
2024,Tranmere Rovers,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,3775000.0,0.2119205298013245,0.33774834437086093,-0.12582781456953643,26.033112582781456,26.137931034482758,0.2980132450331126,29,9,8,3,GB4,Tranmere Rovers,full
2024,Walsall FC,,2026-07-06T01:14:18.305327+00:00,current_scrape,0,5325000.0,0.13145539906103287,0.323943661971831,-0.19248826291079812,22.384976525821596,23.294117647058822,0.3286384976525822,34,10,10,4,GB4,Walsall,full
